Temperature,Humidity,Wind Speed,Wind Bearing,Visibility,Pressure,Disease,Disease in number
28.7,56,9,12,8.6,1015.2,Late Blight,0
22.5,70,4.8,168,10,1015.1,Early Blight,1
25.6,61,6.3,292,9.6,1016,Late Blight,0
19.7,73,3.1,132,11.3,1014.7,Early Blight,1
27.5,60,8,327,8.8,1015,Late Blight,0
22.2,75,4.5,104,11.6,1015.5,Early Blight,1
26.2,63,1.7,243,9,1014.2,Late Blight,0
18.9,72,5.1,180,10.3,1015.4,Early Blight,1
25.1,64,7,285,9.3,1015.6,Late Blight,0
20.6,75,4.1,149,11.8,1014.9,Early Blight,1
21.5,72,4.2,148,10.5,1015,Early Blight,1
26.1,59,7.9,284,9.4,1016.3,Late Blight,0
22.3,71,3.9,121,11.2,1015.2,Early Blight,1
27.6,56,8.9,347,8.6,1014.9,Late Blight,0
20.8,75,4.5,94,11.9,1015.8,Early Blight,1
24.5,65,2.3,228,9.7,1014,Late Blight,0
22.9,70,5.4,166,10.2,1015.6,Early Blight,1
26.8,61,7.2,303,9,1015.9,Late Blight,0
21.3,74,3.4,132,11.6,1014.7,Early Blight,1
28.4,55,8.1,16,8.8,1015.4,Late Blight,0
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
22.5,67,4.5,200,9.9,1015.7,Early Blight,1
26.1,63,7.8,290,9.6,1016.2,Late Blight,0
20.4,72,3.9,110,11.2,1014.9,Early Blight,1
27.6,59,8.9,340,8.6,1014.6,Late Blight,0
23.8,66,2.7,204,9.3,1014.3,Early Blight,1
25.4,61,7.1,270,9.2,1016.3,Late Blight,0
21.8,73,5.2,156,10.1,1015.2,Early Blight,1
28.5,58,8.3,5,8.8,1015.4,Late Blight,0
20.3,75,4,128,11.4,1014.5,Early Blight,1
29.4,55,9.8,354,8.5,1015,Late Blight,0
22.8,66,4.9,180,10,1015.5,Early Blight,1
26.5,62,6.5,302,9.5,1016.1,Late Blight,0
19.9,76,3.7,86,12.3,1015.1,Early Blight,1
28.1,57,9,23,9.1,1014.9,Late Blight,0
21.5,73,4.5,136,11.1,1015.6,Early Blight,1
27.8,59,8.7,332,8.7,1015.5,Late Blight,0
23.2,67,2.9,188,9.6,1014.4,Early Blight,1
25.8,60,7.4,282,9.4,1016.2,Late Blight,0
22.3,71,5.4,164,10.2,1015.3,Early Blight,1
19.1,70,6.2,156,10.2,1015.5,Early Blight,1
25.2,62,7.5,291,9.7,1016.1,Late Blight,0
21.3,73,3.6,118,11.3,1014.9,Early Blight,1
26.5,59,8.1,326,9.1,1014.8,Late Blight,0
20.4,76,4.7,89,12.1,1015.9,Early Blight,1
23.9,66,2.5,212,9.5,1014.2,Late Blight,0
18.2,72,5.8,176,10.1,1015.3,Early Blight,1
24.8,63,7,258,9.3,1015.7,Late Blight,0
20.7,75,3.8,132,11.5,1014.7,Early Blight,1
27.1,58,8.6,342,8.8,1015.2,Late Blight,0
21.4,71,4.8,175,10,1015.3,Early Blight,1
26.3,64,6.5,292,8.9,1016.2,Late Blight,0
19.9,75,4,105,11.8,1015.1,Early Blight,1
28.1,59,9,9,9.2,1014.6,Late Blight,0
20.8,74,3.5,132,11.4,1015.6,Early Blight,1
23.6,66,2.3,214,9.6,1014.1,Late Blight,0
22.5,70,5.4,165,10.5,1015.7,Early Blight,1
27,61,6,310,8.7,1015,Late Blight,0
20.6,76,3,140,12.2,1014.9,Early Blight,1
29.4,56,8.8,4,8.6,1015.4,Late Blight,0
22.3,69,5.2,179,10.2,1015.2,Early Blight,1
25.8,63,7.3,279,9.4,1015.8,Late Blight,0
20,75,4.2,95,11.9,1015,Early Blight,1
27.8,60,6.7,334,8.8,1015.3,Late Blight,0
21.1,72,4.6,156,10.1,1015.5,Early Blight,1
24.9,63,1.5,230,9.3,1014.2,Late Blight,0
22.7,69,5.8,166,10.6,1015.9,Early Blight,1
26.5,62,7.6,299,8.8,1016.1,Late Blight,0
19.8,75,3.9,98,12,1015.2,Early Blight,1
28.5,58,9.5,28,9.1,1014.8,Late Blight,0
20.4,74,3.4,124,11.6,1015.8,Early Blight,1
23.2,67,2.1,207,9.7,1014.3,Late Blight,0
21.8,71,5,172,10.3,1015.6,Early Blight,1
26,63,7,284,9.6,1015.5,Late Blight,0
19.5,76,4.3,85,12.1,1015.1,Early Blight,1
27.2,60,6.2,321,8.9,1015.2,Late Blight,0
20.9,73,4.5,143,11.3,1015.4,Early Blight,1
25.1,63,1.2,245,9.2,1014.5,Late Blight,0
22.9,68,5.6,170,10.4,1015.7,Early Blight,1
20.5,70,6,150,10,1015,Early Blight,1
25.2,62,7.5,290,9.7,1016.1,Late Blight,0
21,73,4,120,11,1014.9,Early Blight,1
26,59,8,320,9,1014.8,Late Blight,0
20,76,5,90,12,1015.9,Early Blight,1
23,66,2,210,9.5,1014.2,Late Blight,0
18,72,6,170,10,1015.3,Early Blight,1
24.8,63,7,260,9.3,1015.7,Late Blight,0
20.5,75,4,130,11.5,1014.7,Early Blight,1
27,58,8.5,340,8.8,1015.2,Late Blight,0
22.1,69,6.5,179,10,1015.2,Early Blight,1
25.7,63,7.8,301,9.2,1016.3,Late Blight,0
19.9,76,4.3,97,11.8,1014.8,Early Blight,1
27.4,58,9.1,26,8.6,1014.5,Late Blight,0
21.5,73,3.5,131,11.4,1015.7,Early Blight,1
24.1,65,2.3,223,9.6,1014,Late Blight,0
21.9,71,5.7,168,10.2,1015.1,Early Blight,1
26.9,61,6.6,316,8.8,1015.6,Late Blight,0
20.8,75,3.1,140,11.7,1014.6,Early Blight,1
29.3,55,8.4,11,8.9,1015.1,Late Blight,0
24.8,64,2,236,9.4,1014.1,Late Blight,0
27.8,59,7.4,283,8.4,1015.9,Late Blight,0
23.3,67,4.9,201,9.9,1015.4,Early Blight,1
25.1,62,7.2,280,9.5,1016.2,Late Blight,0
20.2,75,4.2,106,12.2,1015.3,Early Blight,1
26.3,60,8,336,8.7,1015.5,Late Blight,0
22.8,68,5.2,187,9.7,1015,Early Blight,1
25.6,63,6.5,315,9,1016.1,Late Blight,0
19.3,76,3.9,86,12.3,1014.9,Early Blight,1
28,58,9.4,37,8.3,1014.6,Late Blight,0
22.4,70,4.8,154,10.1,1015.3,Early Blight,1
27.1,59,6.9,327,8.9,1015.8,Late Blight,0
20.5,74,3.6,125,11.9,1014.7,Early Blight,1
24.9,64,2.1,244,9.3,1014.2,Late Blight,0
21.3,72,5.5,176,10.4,1015.5,Early Blight,1
26.6,60,7.7,300,8.6,1015.4,Late Blight,0
20,75,4.1,97,12.1,1015.2,Early Blight,1
29.2,56,8.6,15,8.8,1015.6,Late Blight,0
22.6,69,5.1,163,9.9,1015.1,Early Blight,1
24.3,69,4.9,202,9.7,1015.5,Early Blight,1
27.5,63,6.5,313,8.4,1015.9,Late Blight,0
20.2,75,4,97,11.9,1015.1,Early Blight,1
29.8,55,9,31,8.8,1014.7,Late Blight,0
22.9,72,3.2,136,11.6,1015.8,Early Blight,1
25.7,65,2.1,248,9.3,1014.2,Late Blight,0
22.3,70,5.4,168,10.2,1015.3,Early Blight,1
27.9,61,6.1,302,8.9,1015,Late Blight,0
21.8,74,3.1,130,11.4,1014.8,Early Blight,1
29.5,57,8.8,14,8.6,1015.4,Late Blight,0
23.4,69,5.1,200,9.6,1015.6,Early Blight,1
26.9,62,6.8,306,8.3,1016.1,Late Blight,0
19.8,76,3.9,87,11.8,1015,Early Blight,1
28.3,57,9.3,21,8.9,1014.6,Late Blight,0
21.3,73,3.7,118,11.3,1015,Early Blight,1
26.6,59,8.2,328,9,1014.9,Late Blight,0
20.5,76,4.8,91,12.2,1015.9,Early Blight,1
24,66,2.6,214,9.4,1014.1,Late Blight,0
18.3,72,5.9,178,10,1015.4,Early Blight,1
25,63,7.1,260,9.2,1015.8,Late Blight,0
22.5,70,5.5,164,10.3,1015.1,Early Blight,1
27.7,61,6,298,8.8,1015.2,Late Blight,0
21.9,74,3,128,11.5,1014.7,Early Blight,1
29,56,8.4,6,8.6,1015.2,Late Blight,0
23.6,68,5.2,198,9.8,1015.5,Early Blight,1
26.7,62,6.6,310,8.4,1015.9,Late Blight,0
19.9,76,3.8,88,11.7,1015.1,Early Blight,1
28.4,57,9.4,23,8.9,1014.7,Late Blight,0
21.4,73,3.5,120,11.4,1014.9,Early Blight,1
19.1,70,6.2,156,10.2,1015.5,Early Blight,1
25.2,62,7.5,291,9.7,1016.1,Late Blight,0
21.3,73,3.6,118,11.3,1014.9,Early Blight,1
26.5,59,8.1,326,9.1,1014.8,Late Blight,0
20.4,76,4.7,89,12.1,1015.9,Early Blight,1
23.9,66,2.5,212,9.5,1014.2,Late Blight,0
18.2,72,5.8,176,10.1,1015.3,Early Blight,1
24.8,63,7,258,9.3,1015.7,Late Blight,0
20.7,75,3.8,132,11.5,1014.7,Early Blight,1
27.1,58,8.6,342,8.8,1015.2,Late Blight,0
22.1,68,4.2,164,9.9,1015.4,Early Blight,1
25.8,61,6.3,281,9,1015.8,Late Blight,0
20.5,73,3.5,111,11.2,1015.2,Early Blight,1
28,58,8.9,339,8.6,1015.1,Late Blight,0
19.9,75,5.1,82,11.9,1015.7,Early Blight,1
24.3,65,2.9,204,9.6,1014.3,Late Blight,0
22.8,70,5.3,157,10.4,1015.5,Early Blight,1
26.5,59,7.4,308,8.8,1015,Late Blight,0
21.3,74,3.7,129,11.4,1014.9,Early Blight,1
28.9,56,8.2,6,8.9,1015.4,Late Blight,0
23.4,69,4.3,179,9.8,1015.6,Early Blight,1
27,60,6.8,316,8.7,1014.9,Late Blight,0
20.8,75,3.1,139,11.7,1015.1,Early Blight,1
24.9,63,1.8,248,9.2,1014,Late Blight,0
21.9,71,5.5,166,10.2,1015.3,Early Blight,1
27.5,59,7.8,295,8.5,1015.6,Late Blight,0
20.3,76,4.8,97,12.2,1015.9,Early Blight,1
25.1,63,6,272,9.1,1015.5,Late Blight,0
21.5,73,3.9,123,11.1,1015,Early Blight,1
27.8,57,9.1,27,9.1,1015.5,Late Blight,0
22.5,69,4.5,191,10,1015.3,Early Blight,1
26.2,61,6.5,298,8.9,1015.2,Late Blight,0
20.7,75,3.4,133,11.5,1014.8,Early Blight,1
24.7,64,2.1,230,9.3,1014.2,Late Blight,0
22.1,68,4.2,164,9.9,1015.4,Early Blight,1
25.8,61,6.3,281,9,1015.8,Late Blight,0
20.5,73,3.5,111,11.2,1015.2,Early Blight,1
28,58,8.9,339,8.6,1015.1,Late Blight,0
19.9,75,5.1,82,11.9,1015.7,Early Blight,1
23.1,72,5.3,153,10.5,1015.2,Early Blight,1
24.5,66,6.1,214,9.2,1016,Late Blight,0
20.3,78,3.9,99,12.3,1014.8,Early Blight,1
26.4,60,7.8,301,8.7,1014.6,Late Blight,0
22,73,4.6,128,11.1,1015.7,Early Blight,1
25.2,64,2.8,238,9.8,1014,Late Blight,0
21.4,71,5.4,167,10.2,1015.1,Early Blight,1
27,58,6.8,326,8.6,1015.5,Late Blight,0
20.8,76,3.5,120,11.8,1014.5,Early Blight,1
28.5,55,9,11,8.5,1015,Late Blight,0
23.3,72,5.1,158,10.4,1015.3,Early Blight,1
24.8,66,6.5,221,9,1016.2,Late Blight,0
20.1,78,4,97,12.4,1014.7,Early Blight,1
26.9,59,7.3,294,8.9,1014.9,Late Blight,0
22.3,72,4.8,133,11,1015.6,Early Blight,1
25.5,63,2.2,227,9.6,1014.3,Late Blight,0
21,75,3.7,127,11.4,1014.9,Early Blight,1
27.6,57,6.1,331,8.4,1015.4,Late Blight,0
20.6,77,3.3,116,12,1014.6,Early Blight,1
29.3,54,8.3,5,8.8,1015.1,Late Blight,0
22.9,71,5.9,182,10,1015,Early Blight,1
26,62,6,242,9.3,1016.1,Late Blight,0
19.8,79,4.2,86,12.5,1014.9,Early Blight,1
27.7,56,7.4,312,8.3,1015.6,Late Blight,0
21.6,74,4.4,142,10.8,1015.2,Early Blight,1
25.8,63,2.4,215,9.7,1014.1,Late Blight,0
20.9,75,3.4,123,11.7,1014.8,Early Blight,1
27.9,55,6.4,336,8.2,1015.2,Late Blight,0
21.9,72,5.5,177,10.1,1015.3,Early Blight,1
19.1,70,6.2,156,10.2,1015.5,Early Blight,1
25.2,62,7.5,291,9.7,1016.1,Late Blight,0
21.3,73,3.6,118,11.3,1014.9,Early Blight,1
26.5,59,8.1,326,9.1,1014.8,Late Blight,0
20.4,76,4.7,89,12.1,1015.9,Early Blight,1
23.9,66,2.5,212,9.5,1014.2,Late Blight,0
18.2,72,5.8,176,10.1,1015.3,Early Blight,1
24.8,63,7,258,9.3,1015.7,Late Blight,0
20.7,75,3.8,132,11.5,1014.7,Early Blight,1
27.1,58,8.6,342,8.8,1015.2,Late Blight,0
22.1,71,3.2,141,11.2,1015.3,Early Blight,1
26.5,57,7.1,310,8.8,1016,Late Blight,0
20.8,74,4.6,101,11.9,1015.2,Early Blight,1
28.9,55,9.5,25,8.5,1014.6,Late Blight,0
22.6,70,3.9,163,10.9,1015.4,Early Blight,1
24.3,65,2.8,248,9.6,1014.5,Late Blight,0
21.4,73,5.4,182,10.7,1015.1,Early Blight,1
27.1,58,6.8,329,8.7,1015.5,Late Blight,0
19.9,75,3.9,129,12.2,1014.9,Early Blight,1
28.2,56,8.3,2,9.1,1015.7,Late Blight,0
22.7,70,3.5,152,11,1015.2,Early Blight,1
25.8,63,4.3,282,9.2,1014.4,Late Blight,0
20.2,75,4.1,109,12.1,1015,Early Blight,1
28.1,56,8.9,9,8.6,1014.8,Late Blight,0
23,69,3.6,133,11.1,1015.6,Early Blight,1
26.2,60,6.2,318,8.9,1015.9,Late Blight,0
21.7,72,4.9,192,10.8,1015.3,Early Blight,1
27.8,59,7.4,300,8.4,1014.9,Late Blight,0
20.4,74,4.4,98,12,1015.1,Early Blight,1
28.4,56,8,16,9,1015.6,Late Blight,0
22.5,70,3.8,157,10.9,1015,Early Blight,1
24.8,64,2.4,225,9.5,1014.3,Late Blight,0
21.1,73,5.3,173,10.6,1015,Early Blight,1
27,58,6.9,334,8.8,1015.4,Late Blight,0
19.7,75,3.6,122,12.2,1014.8,Early Blight,1
28.3,56,8.7,6,8.7,1015.2,Late Blight,0
22.8,69,3.3,145,11,1015.1,Early Blight,1
26,61,5.1,296,9.3,1014.6,Late Blight,0
20.5,74,4.5,105,11.9,1015.2,Early Blight,1
22.3,71,4.1,142,10.3,1015.1,Early Blight,1
24.9,63,6.2,276,8.9,1015.6,Late Blight,0
21.6,73,3.4,118,11.5,1014.8,Early Blight,1
25.8,60,7.8,327,9.2,1014.9,Late Blight,0
20.8,75,4.4,94,12.1,1015.7,Early Blight,1
23.7,66,2.8,203,9.6,1014.5,Late Blight,0
19.9,72,5.1,168,10.5,1015.2,Early Blight,1
26.3,59,6.9,291,9,1015.3,Late Blight,0
20.5,75,3.7,127,11.8,1014.9,Early Blight,1
27.5,57,9,12,8.8,1015.2,Late Blight,0
23.9,68,4.8,181,10,1015.4,Early Blight,1
25.6,61,6.4,305,8.6,1015.8,Late Blight,0
22.1,71,3.9,137,10.7,1015,Early Blight,1
24.5,64,5.5,257,9.4,1015.9,Late Blight,0
21.4,73,3.1,111,11.7,1014.6,Early Blight,1
25,63,7.1,317,8.8,1014.7,Late Blight,0
20.9,75,4.2,98,12,1015.5,Early Blight,1
23.5,67,2.6,196,9.8,1014.3,Late Blight,0
19.7,72,5.3,160,10.3,1015.1,Early Blight,1
26,59,7.3,308,8.9,1015.4,Late Blight,0
22.8,70,4.6,152,10.2,1015.2,Early Blight,1
25.1,63,6.7,287,9.1,1015.7,Late Blight,0
21.8,73,3.2,116,11.4,1014.9,Early Blight,1
25.6,61,6.1,301,8.7,1015.9,Late Blight,0
20.3,76,3.9,107,11.9,1014.8,Early Blight,1
23.3,68,4.3,172,10.1,1015.6,Late Blight,0
19.6,72,5.4,154,10.4,1015,Early Blight,1
26.1,58,7.2,316,8.8,1015.5,Late Blight,0
21.9,73,3.3,121,11.3,1015,Early Blight,1
21.1,78,6.7,240,10.2,1015.5,Early Blight,1
26.8,63,7.5,292,9.7,1016.1,Late Blight,0
22.3,71,3.6,120,11.3,1014.9,Early Blight,1
28.5,58,8.1,328,9.1,1014.8,Late Blight,0
20.4,77,4.7,89,12.1,1015.9,Early Blight,1
24.9,64,2.5,212,9.5,1014.2,Late Blight,0
19.2,73,5.8,178,10.1,1015.3,Early Blight,1
24.8,63,7,258,9.3,1015.7,Late Blight,0
20.8,75,3.8,133,11.5,1014.7,Early Blight,1
27.3,59,8.6,342,8.8,1015.2,Late Blight,0
22.4,70,6.2,156,10.2,1015.5,Early Blight,1
26.9,62,7.6,291,9.7,1016.1,Late Blight,0
22.5,71,3.5,118,11.3,1014.9,Early Blight,1
28.6,58,8,326,9.1,1014.8,Late Blight,0
20.5,77,4.6,89,12.1,1015.9,Early Blight,1
24.7,64,2.4,212,9.5,1014.2,Late Blight,0
19.3,73,5.7,176,10.1,1015.3,Early Blight,1
24.9,63,6.9,258,9.3,1015.7,Late Blight,0
20.9,75,3.7,132,11.5,1014.7,Early Blight,1
27.4,59,8.5,342,8.8,1015.2,Late Blight,0
21.2,70,6.3,156,10.2,1015.5,Early Blight,1
26.7,62,7.4,291,9.7,1016.1,Late Blight,0
22.6,71,3.4,118,11.3,1014.9,Early Blight,1
28.4,58,8.2,326,9.1,1014.8,Late Blight,0
20.6,77,4.5,89,12.1,1015.9,Early Blight,1
24.8,64,2.3,212,9.5,1014.2,Late Blight,0
19.4,73,5.6,176,10.1,1015.3,Early Blight,1
24.9,63,6.8,258,9.3,1015.7,Late Blight,0
20.9,75,3.6,132,11.5,1014.7,Early Blight,1
21.8,74,4.5,122,11.4,1015.2,Early Blight,1
23.1,68,5.2,205,10.1,1015.4,Early Blight,1
26.4,61,6.9,294,9.2,1015.8,Late Blight,0
24.3,65,3,241,9.9,1015.1,Early Blight,1
20.5,76,4.8,85,11.8,1015.7,Early Blight,1
25.7,59,8,337,8.7,1015.6,Late Blight,0
18.9,73,6.1,176,10.6,1015.1,Early Blight,1
27.2,57,9.3,9,9.1,1015.3,Late Blight,0
22.3,72,3.9,136,11.3,1015.5,Early Blight,1
23.9,67,2.6,217,9.8,1015,Early Blight,1
22.1,74,4.4,123,11.1,1015.6,Early Blight,1
25.1,60,7.2,305,8.4,1015.4,Late Blight,0
21.2,73,3.4,119,11.7,1015.3,Early Blight,1
24.7,64,2.1,233,9.5,1015.2,Early Blight,1
27,58,6.5,327,8.8,1015.7,Late Blight,0
19.6,75,4,91,12.2,1015.4,Early Blight,1
28.1,56,8.8,22,8.9,1015.2,Late Blight,0
20.8,75,3.3,133,11.5,1015.5,Early Blight,1
26.3,62,6.5,288,9.5,1015.9,Late Blight,0
22.6,71,5.3,164,10.8,1015.7,Early Blight,1
24.5,65,2.9,246,9.6,1015.4,Early Blight,1
27.4,57,9.6,1,9,1015.4,Late Blight,0
21.4,73,3.7,116,11.2,1015.4,Early Blight,1
23.7,67,2.8,222,9.7,1015.3,Early Blight,1
25.8,59,7.9,342,8.6,1015.5,Late Blight,0
20.2,76,5.1,97,12.1,1015.9,Early Blight,1
27.8,55,8.3,33,8.8,1015.5,Late Blight,0
22,73,4.2,128,11.5,1015.6,Early Blight,1
24.9,63,2.2,229,9.3,1015.5,Late Blight,0
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
24.3,70,4.8,128,11,1015.7,Early Blight,1
27.4,61,7.1,268,9.2,1016.1,Late Blight,0
20.4,78,2.9,83,13.2,1015.2,Early Blight,1
25.8,58,8,324,9.9,1014.5,Late Blight,0
22.5,73,4.7,164,10.9,1015.6,Early Blight,1
25,66,2.4,226,9.8,1014.2,Late Blight,0
23,70,5.2,192,10.5,1015.3,Early Blight,1
26.9,59,6.6,313,8.8,1015,Late Blight,0
21.4,77,3.4,108,12.4,1014.9,Early Blight,1
28.2,55,8.2,2,8.6,1015.2,Late Blight,0
22.8,69,4.1,182,10.6,1015.4,Early Blight,1
26,63,6.9,298,8.7,1016.3,Late Blight,0
19.4,77,3.2,97,11.9,1015.1,Early Blight,1
28.5,56,9.5,30,8.5,1014.8,Late Blight,0
20.7,74,3.9,132,11.8,1015.7,Early Blight,1
24.9,65,2.2,240,9.5,1014.3,Late Blight,0
23.6,67,6.3,180,10.3,1015.5,Early Blight,1
27.4,58,7.5,288,8.7,1014.6,Late Blight,0
20.3,73,4.2,98,11.8,1015.3,Early Blight,1
25.3,62,9.1,313,8.8,1014.3,Late Blight,0
22.1,74,3.1,131,11.2,1015.1,Early Blight,1
24.9,64,1.9,250,9.5,1014.9,Late Blight,0
21.8,71,5.7,160,10.5,1015.6,Early Blight,1
26.9,59,6.1,325,9,1015.2,Late Blight,0
19.9,75,3.1,114,12.2,1014.7,Early Blight,1
28.3,56,8.8,10,8.6,1015.5,Late Blight,0
22.5,70,5.2,186,10.2,1015.4,Early Blight,1
26.1,63,6.9,269,9.1,1016.1,Late Blight,0
20,75,3.5,103,11.5,1014.9,Early Blight,1
27.2,59,8.2,297,9.3,1014.8,Late Blight,0
21.6,72,4.8,142,11,1015.7,Early Blight,1
24.1,66,2.3,224,9.7,1014.1,Late Blight,0
22.8,69,5.9,151,10.7,1015.2,Early Blight,1
27.9,57,6.5,329,8.8,1015.3,Late Blight,0
20.8,74,3.4,128,11.9,1014.6,Early Blight,1
29,55,8.3,14,8.9,1015.1,Late Blight,0
23.8,71,4.9,192,9.8,1016.1,Early Blight,1
26.3,64,8.3,310,8.5,1014.9,Late Blight,0
19.9,76,3.2,113,11.3,1015.2,Early Blight,1
25.2,61,7.8,298,9,1015.8,Late Blight,0
21.5,74,4.6,96,12.1,1015.5,Early Blight,1
23.5,67,2.5,202,9.5,1014.3,Late Blight,0
22.1,71,5.4,171,10.6,1015.9,Early Blight,1
27.1,59,8,314,8.7,1015.6,Late Blight,0
20.6,75,3.4,128,11.9,1014.7,Early Blight,1
28.4,56,9.1,23,8.8,1015.2,Late Blight,0
24,70,4.2,209,9.9,1015.7,Early Blight,1
26.8,63,7.5,296,8.3,1014.5,Late Blight,0
20.2,77,3.7,99,11.5,1015.1,Early Blight,1
25.9,62,6.9,293,8.8,1015.3,Late Blight,0
21.8,73,4.3,121,12.2,1015.4,Early Blight,1
24.9,65,2.1,234,9.7,1014.2,Late Blight,0
23.2,68,6,185,10.3,1015.8,Early Blight,1
27.5,58,8.8,309,8.9,1015,Late Blight,0
20.3,76,3.1,114,11.2,1015.9,Early Blight,1
28.7,55,8.3,30,8.6,1015.1,Late Blight,0
23.9,69,5.1,198,9.6,1016,Early Blight,1
26.6,63,6.7,282,8.6,1014.8,Late Blight,0
20,77,3.5,104,11.4,1014.9,Early Blight,1
25.8,62,7,301,8.7,1015.5,Late Blight,0
21.9,72,4.5,102,12.4,1015.6,Early Blight,1
24.8,66,2.6,220,9.4,1014.4,Late Blight,0
22.8,70,5.8,178,10.2,1015.7,Early Blight,1
27.9,57,9.3,301,8.8,1015.2,Late Blight,0
20.7,75,3.6,131,11.8,1014.6,Early Blight,1
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
20.3,68,4.2,120,8.7,1015.6,Early Blight,1
24.1,62,6.9,210,9.4,1016.4,Late Blight,0
19.8,73,3.8,90,11.2,1014.9,Early Blight,1
26.8,59,7.1,300,8.5,1015.2,Late Blight,0
21.1,76,4.3,110,12.1,1015.9,Early Blight,1
22.5,65,2.5,240,9.1,1014.2,Late Blight,0
23.7,69,5.1,175,10.5,1015.7,Early Blight,1
27.2,58,8.2,310,8.8,1015,Late Blight,0
20.5,72,3.7,100,11.5,1014.7,Early Blight,1
24.9,63,2.2,230,9.3,1014.1,Late Blight,0
19.6,75,4.5,80,12.4,1014.8,Early Blight,1
26.4,61,6.5,190,9.6,1016.1,Late Blight,0
21.8,70,4.8,130,11.9,1015.3,Early Blight,1
23.1,66,2.8,255,9,1014.3,Late Blight,0
22.9,68,5.6,170,10.1,1015.1,Early Blight,1
27.8,57,7.9,315,8.6,1015.6,Late Blight,0
20.2,74,3.5,95,11.3,1015,Early Blight,1
24.7,64,2.6,225,9.2,1014.4,Late Blight,0
19.9,77,4.1,85,12.2,1015.1,Early Blight,1
26.6,60,6.3,200,9.5,1015.9,Late Blight,0
21.5,71,4.5,140,11.8,1015.4,Early Blight,1
23.5,67,3.1,265,8.9,1014.5,Late Blight,0
22.3,69,5.3,160,10.3,1015.2,Early Blight,1
27.4,58,8.1,320,8.7,1015.4,Late Blight,0
20.8,73,3.9,105,11.4,1014.6,Early Blight,1
24.3,63,2.8,220,9.1,1014,Late Blight,0
19.7,76,4.7,75,12.3,1015.3,Early Blight,1
26.2,61,6.7,185,9.3,1016.3,Late Blight,0
21.9,70,5,135,12,1015.2,Early Blight,1
23.4,70,4.3,176,10.4,1016,Early Blight,1
27.8,58,9.1,321,7.9,1015.5,Late Blight,0
19.5,76,3,109,11.6,1015.1,Early Blight,1
25.5,63,6.5,265,8.2,1014.9,Late Blight,0
20.9,75,4,118,11,1015.3,Early Blight,1
23.9,68,2.7,205,9.8,1014.2,Late Blight,0
21.8,72,5.1,163,10.7,1015.6,Early Blight,1
28.1,57,7.8,287,8.7,1014.8,Late Blight,0
22.2,71,3.8,141,11.3,1015,Early Blight,1
25.9,64,5.8,239,8.5,1016.1,Late Blight,0
18.9,78,2.5,89,12.8,1015.5,Early Blight,1
28.5,56,8.2,299,8.4,1014.7,Late Blight,0
22.4,70,4.4,171,10.2,1015.9,Early Blight,1
26.4,61,6.9,292,8,1014.5,Late Blight,0
20.1,74,3.5,125,11.9,1015.2,Early Blight,1
24.5,65,5.5,256,8.7,1016.2,Late Blight,0
19.3,77,3.1,97,12.3,1014.9,Early Blight,1
27.1,59,8.4,318,7.8,1014.6,Late Blight,0
22.1,71,4,145,11.1,1015.7,Early Blight,1
25.2,64,6.1,230,8.8,1015.9,Late Blight,0
20.7,74,4.3,105,11.4,1014.8,Early Blight,1
23.2,67,6.3,210,10,1015.5,Early Blight,1
24.5,62,8.7,235,9.5,1016.2,Late Blight,0
19.3,79,3.1,130,11,1014.9,Early Blight,1
26.4,58,7.5,300,9.1,1015.1,Late Blight,0
21.5,74,5.2,98,12.4,1015.7,Early Blight,1
23.9,65,2.9,200,9.3,1014.2,Late Blight,0
22.3,70,6,175,10.1,1015.3,Early Blight,1
25.8,60,9,290,8.8,1015,Late Blight,0
20.9,77,3,140,11.5,1014.7,Early Blight,1
27.2,57,8.2,310,8.6,1015.4,Late Blight,0
20.1,75,4,115,11.9,1015.2,Early Blight,1
25.3,62,2.2,220,9,1014.3,Late Blight,0
